id,type,color
7897,apple,green
7898,cherry,red
7899,apple,red
7900,banana,green
7901,apple,yellow
7902,apple,red
7903,cherry,red
7904,banana,green
7905,apple,green
7906,cherry,purple
7907,banana,yellow
7908,cherry,red
7909,apple,yellow
7910,banana,yellow
7911,cherry,purple
7912,apple,red
7913,banana,yellow
7914,banana,green
7915,apple,yellow
7916,banana,green
7917,apple,red
7918,apple,green
7919,apple,yellow
7920,apple,green
7921,cherry,red
7922,apple,red
7923,cherry,red
7924,apple,yellow
7925,banana,green
7926,banana,yellow
7927,banana,yellow
7928,apple,red
7929,banana,yellow
7930,banana,yellow
7931,banana,green
7932,cherry,red
7933,cherry,red
7934,banana,yellow
7935,cherry,purple
7936,cherry,purple
7937,cherry,red
7938,banana,green
7939,cherry,red
7940,apple,red
7941,apple,red
7942,cherry,red
7943,banana,green
7944,cherry,red
7945,banana,yellow
7946,apple,green
7947,apple,yellow
7948,banana,green
7949,banana,yellow
7950,cherry,purple
7951,cherry,red
7952,apple,yellow
7953,cherry,red
7954,cherry,red
7955,apple,red
7956,cherry,purple
7957,apple,green
7958,apple,green
7959,banana,green
7960,cherry,red
7961,cherry,purple
7962,apple,yellow
7963,apple,red
7964,banana,yellow
7965,apple,green
7966,apple,green
7967,banana,yellow
7968,apple,red
7969,banana,green
7970,apple,yellow
7971,banana,yellow
7972,cherry,red
7973,cherry,purple
7974,apple,green
7975,banana,yellow
7976,banana,yellow
7977,apple,red
7978,banana,yellow
7979,cherry,red
7980,cherry,red
7981,banana,yellow
7982,apple,green
7983,cherry,red
7984,cherry,red
7985,apple,yellow
7986,banana,green
7987,cherry,red
7988,apple,red
7989,cherry,purple
7990,cherry,purple
7991,apple,green
7992,banana,yellow
7993,banana,yellow
7994,banana,green
7995,banana,yellow
7996,banana,green
7997,apple,red
7998,apple,green
7999,cherry,red
8000,cherry,purple
8001,cherry,purple
8002,apple,green
8003,cherry,red
8004,banana,yellow
8005,apple,green
8006,banana,yellow
8007,apple,yellow
8008,apple,yellow
8009,banana,yellow
8010,banana,yellow
8011,cherry,purple
8012,banana,yellow
8013,banana,green
8014,cherry,red
8015,banana,green
8016,cherry,purple
8017,cherry,purple
8018,cherry,purple
8019,apple,yellow
8020,apple,yellow
8021,cherry,purple
8022,banana,yellow
8023,apple,yellow
8024,apple,red
8025,cherry,purple
8026,banana,yellow
8027,cherry,red
8028,apple,red
8029,apple,red
8030,cherry,purple
8031,banana,yellow
8032,banana,yellow
8033,cherry,purple
8034,apple,yellow
8035,apple,green
8036,cherry,red
8037,banana,yellow
8038,banana,green
8039,banana,yellow
8040,banana,yellow
8041,apple,yellow
8042,banana,green
8043,banana,yellow
8044,banana,yellow
8045,cherry,purple
8046,cherry,purple
8047,cherry,red
8048,cherry,purple
8049,apple,yellow
8050,cherry,red
8051,banana,green
8052,banana,yellow
8053,banana,green
8054,apple,yellow
8055,apple,green
8056,apple,yellow
8057,apple,red
8058,apple,green
8059,cherry,red
8060,banana,yellow
8061,cherry,purple
8062,banana,yellow
8063,apple,red
8064,cherry,purple
8065,banana,yellow
8066,banana,green
8067,cherry,purple
8068,banana,yellow
8069,cherry,red
8070,banana,yellow
8071,apple,yellow
8072,cherry,purple
8073,banana,green
8074,apple,red
8075,apple,green
8076,banana,yellow
8077,apple,red
8078,cherry,purple
8079,cherry,red
8080,apple,red
8081,apple,red
8082,banana,green
8083,apple,yellow
8084,banana,green
8085,apple,green
8086,cherry,red
8087,cherry,purple
8088,banana,yellow
8089,apple,green
8090,apple,green
8091,apple,green
8092,banana,green
8093,apple,red
8094,banana,green
8095,cherry,purple
8096,cherry,purple
8097,banana,yellow
8098,apple,yellow
8099,cherry,purple
8100,banana,green
8101,cherry,red
8102,cherry,red
8103,cherry,purple
8104,apple,yellow
8105,banana,green
8106,apple,red
8107,apple,green
8108,apple,red
8109,cherry,purple
8110,apple,red
8111,apple,green
8112,apple,yellow
8113,cherry,purple
8114,apple,red
8115,banana,yellow
8116,banana,yellow
8117,apple,red
8118,cherry,red
8119,cherry,purple
8120,apple,green
8121,banana,green
8122,apple,red
8123,apple,red
8124,cherry,purple
8125,apple,yellow
8126,apple,red
8127,cherry,purple
8128,apple,green
8129,apple,red
8130,cherry,red
8131,banana,green
8132,cherry,red
8133,banana,green
8134,cherry,purple
8135,banana,yellow
8136,cherry,purple
8137,banana,green
8138,banana,yellow
8139,cherry,red
8140,apple,red
8141,banana,green
8142,cherry,red
8143,apple,red
8144,apple,green
8145,apple,yellow
8146,apple,green
8147,cherry,purple
8148,apple,green
8149,cherry,red
8150,cherry,red
8151,cherry,red
8152,banana,green
8153,banana,green
8154,apple,green
8155,cherry,red
8156,banana,green
8157,banana,yellow
8158,banana,yellow
8159,banana,green
8160,apple,green
8161,banana,yellow
8162,cherry,red
8163,apple,red
8164,apple,red
8165,apple,red
8166,apple,yellow
8167,apple,yellow
8168,apple,green
8169,banana,green
8170,apple,green
8171,banana,green
8172,cherry,purple
8173,banana,yellow
8174,banana,yellow
8175,apple,yellow
8176,apple,yellow
8177,apple,green
8178,cherry,red
8179,banana,green
8180,apple,yellow
8181,banana,green
8182,cherry,red
8183,cherry,red
8184,cherry,red
8185,cherry,red
8186,cherry,red
8187,banana,green
8188,cherry,purple
8189,banana,green
8190,banana,green
8191,cherry,purple
8192,cherry,red
8193,banana,green
8194,apple,yellow
8195,banana,green
8196,cherry,red
8197,banana,green
8198,apple,red
8199,apple,yellow
8200,banana,green
8201,banana,yellow
8202,apple,yellow
8203,banana,green
8204,cherry,red
8205,banana,green
8206,banana,green
8207,apple,red
8208,cherry,purple
8209,banana,yellow
8210,cherry,red
8211,apple,yellow
8212,apple,yellow
8213,apple,yellow
8214,banana,yellow
8215,apple,red
8216,banana,yellow
8217,apple,yellow
8218,apple,red
8219,banana,green
8220,cherry,purple
8221,apple,yellow
8222,apple,green
8223,banana,yellow
8224,banana,yellow
8225,apple,yellow
8226,apple,yellow
8227,apple,green
8228,apple,red
8229,cherry,purple
8230,banana,green
8231,apple,green
8232,cherry,purple
8233,apple,red
8234,banana,yellow
8235,banana,green
8236,cherry,red
8237,cherry,red
8238,banana,yellow
8239,apple,red
8240,apple,yellow
8241,banana,green
8242,apple,green
8243,banana,green
8244,apple,green
8245,apple,yellow
8246,apple,yellow
8247,apple,yellow
8248,apple,yellow
8249,banana,green
8250,apple,yellow
8251,apple,yellow
8252,apple,green
8253,apple,yellow
8254,banana,green
8255,cherry,purple
8256,apple,green
8257,cherry,purple
8258,cherry,red
8259,apple,green
8260,banana,yellow
8261,cherry,red
8262,cherry,red
8263,cherry,purple
8264,apple,red
8265,banana,green
8266,banana,green
8267,cherry,red
8268,cherry,red
8269,apple,red
8270,apple,green
8271,apple,green
8272,apple,red
8273,banana,green
8274,banana,yellow
8275,cherry,purple
8276,banana,yellow
8277,apple,green
8278,banana,green
8279,apple,yellow
8280,apple,red
8281,banana,yellow
8282,apple,red
8283,apple,green
8284,apple,green
8285,banana,yellow
8286,banana,green
8287,banana,yellow
8288,cherry,red
8289,apple,red
8290,apple,yellow
8291,banana,green
8292,banana,yellow
8293,cherry,purple
8294,banana,green
8295,cherry,purple
8296,cherry,purple
8297,banana,green
8298,apple,red
8299,apple,yellow
8300,apple,green
8301,cherry,purple
8302,banana,green
8303,banana,green
8304,cherry,purple
8305,cherry,purple
8306,apple,red
8307,apple,yellow
8308,cherry,red
8309,cherry,purple
8310,cherry,red
8311,apple,red
8312,cherry,red
8313,apple,green
8314,apple,red
8315,banana,yellow
8316,apple,red
8317,apple,red
8318,cherry,purple
8319,apple,red
8320,apple,green
8321,apple,red
8322,banana,green
8323,banana,yellow
8324,banana,green
8325,apple,yellow
8326,banana,green
8327,apple,yellow
8328,cherry,purple
8329,apple,yellow
8330,cherry,red
8331,banana,green
8332,banana,green
8333,banana,yellow
8334,banana,yellow
8335,apple,yellow
8336,cherry,red
8337,cherry,purple
8338,apple,red
8339,banana,yellow
8340,banana,yellow
8341,banana,yellow
8342,cherry,red
8343,apple,red
8344,cherry,red
8345,banana,yellow
8346,apple,yellow
8347,apple,red
8348,banana,green
8349,apple,red
8350,apple,yellow
8351,banana,yellow
8352,banana,green
8353,banana,yellow
8354,banana,yellow
8355,cherry,purple
8356,banana,green
8357,apple,green
8358,banana,green
8359,banana,green
8360,apple,yellow
8361,cherry,purple
8362,apple,red
8363,banana,green
8364,apple,yellow
8365,banana,yellow
8366,apple,yellow
8367,cherry,purple
8368,cherry,purple
8369,apple,green
8370,banana,yellow
8371,banana,yellow
8372,cherry,red
8373,cherry,red
8374,apple,red
8375,apple,yellow
8376,cherry,red
8377,banana,yellow
8378,cherry,purple
8379,cherry,red
8380,banana,yellow
8381,banana,yellow
8382,apple,red
8383,apple,green
8384,banana,yellow
8385,cherry,red
8386,apple,green
8387,apple,red
8388,banana,green
8389,banana,green
8390,apple,green
8391,apple,red
8392,banana,green
8393,cherry,purple
8394,banana,yellow
8395,apple,green
8396,banana,green
8397,apple,yellow
8398,apple,red
8399,apple,green
8400,apple,yellow
8401,banana,green
8402,banana,yellow
8403,banana,green
8404,apple,yellow
8405,cherry,red
8406,apple,red
8407,cherry,red
8408,apple,green
8409,apple,yellow
8410,cherry,red
8411,apple,red
8412,apple,yellow
8413,banana,green
8414,banana,green
8415,apple,red
8416,banana,green
8417,banana,green
8418,apple,yellow
8419,banana,yellow
8420,cherry,red
8421,apple,green
8422,cherry,red
8423,cherry,red
8424,cherry,purple
8425,apple,red
8426,apple,red
8427,cherry,red
8428,apple,red
8429,banana,yellow
8430,cherry,purple
8431,banana,yellow
8432,apple,green
8433,apple,yellow
8434,banana,yellow
8435,banana,yellow
8436,cherry,purple
8437,cherry,red
8438,apple,yellow
8439,banana,yellow
8440,apple,red
8441,banana,yellow
8442,apple,red
8443,apple,yellow
8444,cherry,purple
8445,banana,yellow
8446,apple,yellow
8447,cherry,red
8448,apple,green
8449,banana,yellow
8450,cherry,red
8451,apple,yellow
8452,apple,red
8453,banana,green
8454,cherry,red
8455,cherry,red
8456,apple,yellow
8457,apple,green
8458,apple,yellow
8459,apple,red
8460,banana,green
8461,cherry,red
8462,apple,green
8463,apple,red
8464,apple,yellow
8465,banana,yellow
8466,cherry,red
8467,banana,green
8468,cherry,red
8469,banana,green
8470,apple,yellow
8471,apple,green
8472,cherry,purple
8473,banana,yellow
8474,cherry,red
8475,cherry,red
8476,banana,green
8477,apple,yellow
8478,banana,yellow
8479,cherry,red
8480,cherry,red
8481,apple,red
8482,banana,green
8483,banana,green
8484,apple,red
8485,apple,red
8486,apple,red
8487,cherry,red
8488,apple,green
8489,cherry,purple
8490,apple,yellow
8491,apple,red
8492,banana,green
8493,apple,yellow
8494,banana,green
8495,banana,yellow
8496,banana,yellow
8497,banana,yellow
8498,apple,green
8499,banana,yellow
8500,apple,green
8501,cherry,red
8502,cherry,red
8503,apple,yellow
8504,cherry,red
8505,apple,red
8506,apple,green
8507,cherry,purple
8508,cherry,purple
8509,apple,green
8510,banana,green
8511,banana,green
8512,apple,green
8513,cherry,red
8514,apple,red
8515,apple,green
8516,banana,yellow
8517,apple,yellow
8518,apple,red
8519,cherry,red
8520,apple,red
8521,cherry,purple
8522,banana,yellow
8523,banana,green
8524,cherry,red
8525,banana,green
8526,banana,yellow
8527,banana,green
8528,banana,yellow
8529,banana,yellow
8530,cherry,red
8531,banana,yellow
8532,banana,green
8533,banana,yellow
8534,apple,yellow
8535,apple,red
8536,cherry,purple
8537,apple,yellow
8538,cherry,purple
8539,apple,green
8540,apple,yellow
8541,apple,red
8542,banana,yellow
8543,apple,yellow
8544,banana,green
8545,banana,green
8546,banana,green
8547,apple,red
8548,banana,green
8549,apple,yellow
8550,cherry,red
8551,banana,yellow
8552,cherry,purple
8553,cherry,purple
8554,cherry,purple
8555,cherry,red
8556,apple,red
8557,banana,yellow
8558,banana,green
8559,apple,red
8560,cherry,purple
8561,banana,yellow
8562,apple,green
8563,banana,yellow
8564,cherry,red
8565,apple,yellow
8566,banana,green
8567,apple,green
8568,apple,yellow
8569,banana,yellow
8570,banana,yellow
8571,cherry,purple
8572,banana,green
8573,apple,yellow
8574,apple,red
8575,apple,yellow
8576,banana,yellow
8577,cherry,purple
8578,banana,green
8579,cherry,purple
8580,cherry,purple
8581,banana,yellow
8582,apple,yellow
8583,banana,yellow
8584,cherry,purple
8585,banana,green
8586,apple,green
8587,cherry,red
8588,apple,green
8589,cherry,purple
8590,banana,green
8591,apple,red
8592,cherry,purple
8593,apple,yellow
8594,banana,green
8595,banana,yellow
8596,cherry,purple
8597,cherry,red
8598,banana,green
8599,apple,green
8600,cherry,red
8601,apple,green
8602,apple,green
8603,cherry,red
8604,apple,green
8605,apple,red
8606,banana,yellow
8607,banana,green
8608,apple,yellow
8609,cherry,red
8610,apple,yellow
8611,banana,green
8612,cherry,red
8613,apple,green
8614,cherry,purple
8615,cherry,red
8616,cherry,red
8617,cherry,purple
8618,cherry,purple
8619,banana,yellow
8620,cherry,purple
8621,cherry,purple
8622,banana,yellow
8623,banana,green
8624,cherry,purple
8625,banana,yellow
8626,banana,yellow
8627,cherry,purple
8628,banana,green
8629,banana,green
8630,banana,yellow
8631,cherry,purple
8632,banana,green
8633,banana,yellow
8634,cherry,red
8635,cherry,purple
8636,banana,green
8637,cherry,purple
8638,banana,yellow
8639,banana,green
8640,banana,green
8641,banana,yellow
8642,apple,yellow
8643,apple,yellow
8644,apple,red
8645,cherry,purple
8646,apple,green
8647,apple,yellow
8648,banana,yellow
8649,banana,yellow
8650,apple,green
8651,apple,green
8652,banana,green
8653,apple,yellow
8654,apple,yellow
8655,cherry,purple
8656,cherry,purple
8657,apple,red
8658,banana,green
8659,apple,green
8660,banana,yellow
8661,apple,red
8662,apple,green
8663,apple,red
8664,apple,green
8665,banana,yellow
8666,cherry,purple
8667,apple,yellow
8668,apple,yellow
8669,cherry,red
8670,apple,green
8671,banana,yellow
8672,banana,green
8673,apple,green
8674,apple,red
8675,cherry,purple
8676,banana,yellow
8677,banana,yellow
8678,apple,red
8679,apple,red
8680,banana,yellow
8681,apple,yellow
8682,banana,yellow
8683,cherry,red
8684,banana,yellow
8685,apple,green
8686,banana,yellow
8687,apple,red
8688,apple,green
8689,apple,yellow
8690,apple,green
8691,cherry,red
8692,cherry,purple
8693,cherry,purple
8694,cherry,purple
8695,apple,red
8696,banana,green
8697,apple,red
8698,cherry,purple
8699,apple,yellow
8700,banana,yellow
8701,banana,green
8702,cherry,red
8703,cherry,red
8704,banana,yellow
8705,banana,yellow
8706,cherry,purple
8707,cherry,red
8708,apple,red
8709,banana,green
8710,banana,yellow
8711,cherry,purple
8712,banana,green
8713,banana,green
8714,banana,yellow
8715,banana,green
8716,banana,green
8717,apple,yellow
8718,apple,green
8719,banana,yellow
8720,apple,yellow
8721,apple,green
8722,cherry,red
8723,apple,yellow
8724,apple,yellow
8725,banana,yellow
8726,cherry,purple
8727,cherry,red
8728,banana,green
8729,cherry,red
8730,apple,red
8731,banana,green
8732,banana,yellow
8733,apple,yellow
8734,banana,green
8735,apple,green
8736,apple,yellow
8737,banana,yellow
8738,banana,green
8739,apple,yellow
8740,apple,green
8741,apple,red
8742,banana,green
8743,cherry,purple
8744,banana,green
8745,apple,green
8746,cherry,purple
8747,banana,green
8748,cherry,purple
8749,banana,green
8750,apple,green
8751,apple,red
8752,cherry,purple
8753,apple,green
8754,banana,green
8755,apple,red
8756,banana,green
8757,cherry,red
8758,apple,yellow
8759,cherry,red
8760,banana,yellow
8761,cherry,purple
8762,apple,green
8763,cherry,red
8764,cherry,red
8765,cherry,purple
8766,banana,yellow
8767,apple,yellow
8768,apple,yellow
8769,apple,red
8770,apple,yellow
8771,banana,yellow
8772,apple,red
8773,apple,green
8774,banana,green
8775,banana,green
8776,apple,red
8777,cherry,red
8778,apple,red
8779,apple,green
8780,banana,yellow
8781,apple,yellow
8782,cherry,purple
8783,banana,green
8784,cherry,red
8785,cherry,red
8786,apple,yellow
8787,banana,green
8788,banana,green
8789,cherry,red
8790,apple,red
8791,apple,yellow
8792,cherry,purple
8793,banana,yellow
8794,cherry,purple
8795,banana,green
8796,cherry,red
8797,banana,green
8798,apple,yellow
8799,apple,red
8800,apple,yellow
8801,apple,yellow
8802,cherry,purple
8803,apple,green
8804,apple,yellow
8805,banana,yellow
8806,banana,green
8807,cherry,red
8808,apple,green
8809,cherry,red
8810,apple,red
8811,banana,yellow
8812,banana,green
8813,apple,green
8814,apple,yellow
8815,cherry,purple
8816,apple,green
8817,apple,green
8818,apple,red
8819,cherry,red
8820,apple,red
8821,apple,yellow
8822,cherry,purple
8823,cherry,purple
8824,banana,yellow
8825,banana,green
8826,cherry,red
8827,banana,yellow
8828,banana,yellow
8829,apple,yellow
8830,banana,yellow
8831,cherry,purple
8832,apple,red
8833,banana,yellow
8834,cherry,red
8835,banana,green
8836,cherry,red
8837,apple,yellow
8838,banana,yellow
8839,apple,red
8840,apple,yellow
8841,banana,yellow
8842,apple,red
8843,apple,red
8844,cherry,red
8845,apple,yellow
8846,cherry,red
8847,banana,green
8848,banana,green
8849,banana,yellow
8850,cherry,purple
8851,cherry,purple
8852,apple,yellow
8853,cherry,purple
8854,apple,red
8855,cherry,red
8856,cherry,purple
8857,banana,green
8858,banana,yellow
8859,banana,yellow
8860,apple,yellow
8861,banana,green
8862,apple,yellow
8863,apple,yellow
8864,banana,green
8865,cherry,purple
8866,cherry,purple
8867,cherry,red
8868,cherry,red
8869,apple,green
8870,banana,yellow
8871,cherry,red
8872,apple,green
8873,banana,green
8874,apple,red
8875,cherry,purple
8876,banana,yellow
8877,apple,red
8878,cherry,red
8879,banana,yellow
8880,banana,yellow
8881,banana,yellow
8882,apple,red
8883,cherry,purple
8884,apple,red
8885,cherry,red
8886,cherry,red
8887,banana,yellow
8888,apple,red
8889,apple,red
8890,apple,red
8891,apple,red
8892,apple,yellow
8893,banana,green
8894,banana,yellow
8895,apple,red
8896,banana,green
8897,banana,yellow
8898,apple,red
8899,cherry,red
8900,apple,red
8901,apple,yellow
8902,apple,yellow
8903,apple,green
8904,banana,yellow
8905,banana,yellow
8906,cherry,purple
8907,banana,yellow
8908,apple,green
8909,banana,green
8910,cherry,red
8911,apple,red
8912,banana,yellow
8913,banana,green
8914,cherry,red
8915,apple,green
8916,cherry,purple
8917,banana,yellow
8918,apple,yellow
8919,apple,green
8920,cherry,purple
8921,banana,yellow
8922,apple,yellow
8923,apple,green
8924,apple,red
8925,banana,yellow
8926,cherry,red
8927,cherry,purple
8928,apple,yellow
8929,cherry,purple
8930,cherry,purple
8931,apple,yellow
8932,apple,yellow
8933,cherry,purple
8934,banana,yellow
8935,apple,red
8936,apple,yellow
8937,banana,green
8938,apple,yellow
8939,banana,yellow
8940,banana,green
8941,banana,yellow
8942,banana,green
8943,cherry,red
8944,apple,green
8945,cherry,purple
8946,apple,green
8947,cherry,purple
8948,cherry,red
8949,banana,yellow
8950,apple,red
8951,apple,yellow
8952,cherry,purple
8953,banana,yellow
8954,apple,green
8955,cherry,red
8956,cherry,purple
8957,cherry,red
8958,cherry,purple
8959,apple,green
8960,cherry,red
8961,banana,green
8962,apple,red
8963,banana,yellow
8964,banana,green
8965,banana,yellow
8966,apple,yellow
8967,cherry,red
8968,apple,yellow
8969,banana,green
8970,cherry,purple
8971,apple,red
8972,apple,green
8973,apple,yellow
8974,apple,red
8975,cherry,purple
8976,banana,green
8977,apple,red
8978,apple,yellow
8979,apple,green
8980,apple,red
8981,apple,yellow
8982,apple,yellow
8983,apple,green
8984,banana,yellow
8985,banana,yellow
8986,cherry,red
8987,apple,green
8988,apple,yellow
8989,cherry,purple
8990,apple,red
8991,banana,yellow
8992,cherry,purple
8993,cherry,purple
8994,cherry,red
8995,cherry,purple
8996,cherry,purple
8997,apple,red
8998,banana,yellow
8999,apple,green
9000,banana,yellow
9001,apple,green
9002,apple,yellow
9003,cherry,purple
9004,apple,red
9005,apple,green
9006,cherry,red
9007,apple,yellow
9008,apple,red
9009,banana,green
9010,cherry,red
9011,cherry,red
9012,apple,green
9013,apple,red
9014,banana,yellow
9015,cherry,purple
9016,apple,yellow
9017,apple,red
9018,apple,red
9019,cherry,purple
9020,banana,yellow
9021,cherry,purple
9022,cherry,red
9023,cherry,purple
9024,banana,green
9025,banana,yellow
9026,cherry,red
9027,cherry,purple
9028,banana,yellow
9029,cherry,purple
9030,apple,yellow
9031,apple,green
9032,cherry,purple
9033,cherry,red
9034,cherry,red
9035,cherry,red
9036,cherry,red
9037,apple,yellow
9038,cherry,red
9039,apple,red
9040,apple,yellow
9041,banana,green
9042,apple,red
9043,apple,green
9044,apple,yellow
9045,apple,green
9046,banana,yellow
9047,apple,red
9048,banana,yellow
9049,banana,green
9050,cherry,purple
9051,apple,green
9052,banana,yellow
9053,cherry,purple
9054,cherry,red
9055,banana,yellow
9056,apple,red
9057,apple,yellow
9058,cherry,purple
9059,banana,yellow
9060,banana,green
9061,apple,green
9062,cherry,purple
9063,banana,green
9064,apple,yellow
9065,apple,red
9066,apple,green
9067,apple,yellow
9068,apple,red
9069,banana,green
9070,cherry,purple
9071,apple,green
9072,banana,green
9073,banana,yellow
9074,cherry,red
9075,cherry,red
9076,banana,green
9077,apple,yellow
9078,apple,green
9079,cherry,purple
9080,banana,yellow
9081,banana,yellow
9082,apple,red
9083,banana,green
9084,cherry,purple
9085,cherry,purple
9086,banana,yellow
9087,banana,yellow
9088,cherry,red
9089,apple,green
9090,cherry,purple
9091,cherry,red
9092,apple,green
9093,cherry,red
9094,apple,red
9095,apple,yellow
9096,cherry,purple
9097,cherry,purple
9098,banana,green
9099,apple,green
9100,apple,green
9101,apple,green
9102,banana,yellow
9103,banana,yellow
9104,cherry,purple
9105,banana,yellow
9106,banana,yellow
9107,apple,green
9108,apple,yellow
9109,banana,green
9110,cherry,red
9111,apple,yellow
9112,apple,green
9113,apple,red
9114,cherry,purple
9115,apple,yellow
9116,banana,green
9117,apple,yellow
9118,apple,yellow
9119,cherry,red
9120,cherry,purple
9121,cherry,red
9122,cherry,purple
9123,apple,red
9124,cherry,purple
9125,apple,green
9126,apple,red
9127,apple,green
9128,banana,yellow
9129,banana,green
9130,banana,yellow
9131,apple,green
9132,banana,green
9133,apple,yellow
9134,cherry,purple
9135,banana,yellow
9136,banana,yellow
9137,banana,green
9138,apple,yellow
9139,cherry,purple
9140,cherry,red
9141,apple,green
9142,banana,yellow
9143,apple,red
9144,apple,yellow
9145,apple,red
9146,apple,red
9147,cherry,purple
9148,apple,green
9149,apple,red
9150,banana,green
9151,apple,red
9152,banana,yellow
9153,apple,red
9154,apple,red
9155,apple,yellow
9156,cherry,red
9157,banana,green
9158,cherry,red
9159,apple,red
9160,banana,green
9161,banana,yellow
9162,apple,red
9163,apple,green
9164,banana,yellow
9165,banana,yellow
9166,apple,yellow
9167,apple,green
9168,apple,yellow
9169,banana,green
9170,apple,yellow
9171,cherry,red
9172,apple,yellow
9173,banana,green
9174,apple,green
9175,apple,red
9176,banana,yellow
9177,cherry,red
9178,banana,green
9179,banana,yellow
9180,apple,green
9181,cherry,red
9182,apple,green
9183,apple,green
9184,cherry,red
9185,banana,yellow
9186,apple,green
9187,banana,yellow
9188,apple,yellow
9189,banana,yellow
9190,apple,yellow
9191,cherry,purple
9192,banana,green
9193,banana,green
9194,apple,red
9195,banana,yellow
9196,banana,green
9197,banana,yellow
9198,banana,green
9199,banana,green
9200,banana,green
9201,apple,yellow
9202,apple,yellow
9203,banana,yellow
9204,cherry,purple
9205,cherry,purple
9206,banana,yellow
9207,apple,green
9208,banana,yellow
9209,banana,green
9210,cherry,purple
9211,apple,green
9212,cherry,red
9213,cherry,red
9214,apple,green
9215,apple,red
9216,apple,red
9217,banana,yellow
9218,banana,yellow
9219,apple,red
9220,apple,red
9221,apple,green
9222,cherry,red
9223,banana,yellow
9224,apple,green
9225,banana,yellow
9226,banana,yellow
9227,banana,yellow
9228,apple,yellow
9229,apple,red
9230,apple,yellow
9231,banana,yellow
9232,cherry,red
9233,banana,green
9234,apple,red
9235,banana,yellow
9236,apple,yellow
9237,apple,red
9238,banana,green
9239,apple,red
9240,banana,green
9241,apple,yellow
9242,cherry,red
9243,apple,yellow
9244,apple,green
9245,banana,green
9246,apple,yellow
9247,apple,yellow
9248,apple,red
9249,banana,yellow
9250,cherry,red
9251,banana,yellow
9252,banana,green
9253,cherry,red
9254,cherry,red
9255,banana,yellow
9256,apple,red
9257,apple,yellow
9258,banana,green
9259,apple,green
9260,apple,red
9261,banana,yellow
9262,cherry,purple
9263,banana,yellow
9264,apple,yellow
9265,cherry,purple
9266,cherry,purple
9267,banana,yellow
9268,apple,yellow
9269,apple,red
9270,apple,yellow
9271,cherry,purple
9272,apple,green
9273,banana,green
9274,apple,red
9275,banana,green
9276,apple,red
9277,banana,yellow
9278,banana,green
9279,apple,green
9280,banana,green
9281,apple,red
9282,apple,red
9283,apple,green
9284,cherry,red
9285,apple,red
9286,apple,green
9287,banana,green
9288,cherry,purple
9289,apple,red
9290,apple,yellow
9291,cherry,red
9292,banana,green
9293,cherry,red
9294,banana,green
9295,apple,red
9296,banana,yellow
9297,banana,green
9298,apple,red
9299,banana,yellow
9300,cherry,purple
9301,cherry,red
9302,cherry,red
9303,apple,red
9304,apple,green
9305,cherry,red
9306,cherry,red
9307,apple,yellow
9308,cherry,purple
9309,banana,green
9310,cherry,purple
9311,apple,green
9312,cherry,purple
9313,cherry,purple
9314,banana,green
9315,banana,green
9316,banana,green
9317,cherry,purple
9318,cherry,purple
9319,apple,green
9320,cherry,purple
9321,apple,yellow
9322,banana,green
9323,cherry,red
9324,banana,green
9325,apple,red
9326,apple,green
9327,apple,yellow
9328,cherry,purple
9329,cherry,purple
9330,banana,green
9331,apple,green
9332,banana,green
9333,cherry,purple
9334,banana,green
9335,apple,green
9336,apple,red
9337,apple,green
9338,apple,green
9339,cherry,red
9340,apple,green
9341,apple,green
9342,apple,yellow
9343,cherry,red
9344,apple,red
9345,cherry,red
9346,apple,green
9347,cherry,red
9348,banana,yellow
9349,banana,green
9350,apple,green
9351,apple,yellow
9352,cherry,red
9353,banana,yellow
9354,banana,green
9355,cherry,red
9356,cherry,red
9357,apple,yellow
9358,banana,green
9359,apple,red
9360,apple,yellow
9361,apple,red
9362,banana,green
9363,apple,yellow
9364,banana,green
9365,apple,green
9366,apple,red
9367,cherry,red
9368,banana,green
9369,cherry,red
9370,apple,green
9371,banana,yellow
9372,banana,green
9373,banana,green
9374,apple,green
9375,apple,green
9376,cherry,red
9377,cherry,purple
9378,cherry,purple
9379,cherry,red
9380,apple,green
9381,apple,yellow
9382,banana,yellow
9383,apple,red
9384,banana,yellow
9385,banana,yellow
9386,apple,green
9387,banana,yellow
9388,apple,red
9389,banana,yellow
9390,cherry,red
9391,cherry,red
9392,cherry,red
9393,banana,yellow
9394,cherry,red
9395,apple,green
9396,banana,green
9397,banana,green
9398,apple,yellow
9399,apple,yellow
9400,apple,yellow
9401,banana,green
9402,cherry,purple
9403,apple,green
9404,cherry,purple
9405,cherry,red
9406,cherry,red
9407,apple,yellow
9408,banana,green
9409,apple,yellow
9410,apple,yellow
9411,banana,yellow
9412,apple,green
9413,cherry,red
9414,cherry,red
9415,apple,green
9416,banana,green
9417,cherry,purple
9418,apple,red
9419,banana,green
9420,apple,red
9421,apple,green
9422,cherry,red
9423,cherry,red
9424,cherry,red
9425,apple,red
9426,apple,red
9427,apple,red
9428,apple,yellow
9429,apple,yellow
9430,banana,yellow
9431,banana,green
9432,banana,green
9433,cherry,purple
9434,banana,green
9435,cherry,purple
9436,apple,green
9437,cherry,red
9438,apple,red
9439,cherry,red
9440,apple,red
9441,cherry,red
9442,banana,green
9443,apple,red
9444,apple,yellow
9445,cherry,red
9446,banana,yellow
9447,apple,green
